lat,lon
39.98478942830205,116.32160320667506
39.97646913829933,116.31958899358429
39.98935744132814,116.31354253032137
39.985784007222165,116.31482305431793
39.9967411056444,116.31767141523177
39.98078715475241,116.32636807014235
39.984523027090425,116.32302695277471
39.989316685956815,116.32005294860448
39.98930722816974,116.31831064344333
39.98648805228972,116.3180096223196
39.986321237394215,116.31494262394853
39.98632041929995,116.30749484334463
39.984747932309695,116.30041428813989
39.98419204265032,116.31290154740597
39.98309065369329,116.3181522644599
39.99063498079,116.31306835720618
39.981268893562934,116.3010321539389
39.977565719785275,116.3202923852305
39.985437155347284,116.3151323280103
39.97896733072735,116.31115378112708
39.984005084736445,116.30560619020503
39.987251660603526,116.31971695420837
39.99038146251337,116.32228846220924
39.97700035790942,116.31318853971167
39.98266777564946,116.3172349585063
39.9776930975908,116.30464029160346
39.98944668167305,116.31652006825095
39.985482356101194,116.30679765173134
39.97933003723038,116.3132131128814
39.99044099069288,116.31369525470252
39.98494611006326,116.32376700255895
39.98622569992747,116.30995321337338
39.98020193376255,116.3134250280111
39.97934277424365,116.31542665197871
39.98288604421124,116.31602867674759
39.98148813914641,116.31241335656946
39.9871152552463,116.31709631947999
39.989083232107795,116.30778881302905
39.98872290938634,116.31405404490307
39.985420106889066,116.31842118926163
39.98185962011747,116.31985815980991
39.991361972393584,116.30514571252252
39.98020814879455,116.30586075185577
39.99730399145769,116.31398116629249
39.97972321028661,116.31285048222723
39.99560744650023,116.30494963166505
39.983387753664765,116.31847859374197
39.97763979823255,116.31546435171687
39.99102161959454,116.30549366590667
39.985573694397345,116.31256810896375
39.97648404594331,116.30620878896647
39.98741484295836,116.31457704050575
39.98320421575853,116.30089670097023
39.99148016964422,116.30993496567912
39.98735838280979,116.308364001953
39.98609551974853,116.31771611698997
39.98409296769301,116.31168897606051
39.98296681219969,116.30695175456451
39.99072825551431,116.30397158678717
39.9847555323507,116.3157127186061
39.98589597273826,116.31180089279525
39.9854862977467,116.31257073641443
39.98109472809114,116.30766302470471
39.9891039202413,116.31146333051832
39.987859506394464,116.29988406262066
39.9835547673002,116.30392923225963
39.98396903926005,116.31095927888998
39.99042917429429,116.30778359622997
39.979242946669736,116.31112839067197
39.977119518281555,116.29763379782769
39.9880993554373,116.30318977169787
39.98668472595313,116.30633774179523
39.980599699196745,116.30964767204661
39.985554798076265,116.30986181077053
39.97607212665202,116.30886498646137
39.983455735316355,116.30637185817385
39.978950649311365,116.30340147089504
39.99080845105211,116.29618206293871
39.980515111441946,116.31189397133342
39.98376295281313,116.31460308070746
39.98319099375499,116.307307029858
39.98310384633768,116.30253340493674
39.98364132233726,116.3082423527493
39.987673008064185,116.31301832573935
39.98460373066823,116.30379798446585
39.98861535608885,116.31171646340468
39.983779710975355,116.30805911713252
39.984969132976815,116.30019542665792
39.982765773903566,116.30612135604649
39.97942206529923,116.30904966093736
39.98993763556124,116.3117566976878
39.98367929990782,116.30152429365181
39.9898259839682,116.30394817114778
39.98777502905442,116.29660200059207
39.98094189735076,116.31515914238997
39.976658197047264,116.29747898176
39.98736280490165,116.30149134666632
39.99204680754194,116.3026378456304
39.97744694402914,116.30404500272661
39.98643471840006,116.29949694824916
39.98700824375373,116.30927214452225
39.99143293884332,116.3025087272361
39.98339316093901,116.30600583321416
39.98205344095416,116.29433340976504
39.99287341930095,116.2970230967118
39.988698944149164,116.3085775330389
39.98747568064065,116.30933417430305
39.97979920631593,116.3101867906468
39.979045812296654,116.30012530827034
39.984917930424416,116.3003703675439
39.98087753704289,116.30452745677903
39.97815400591913,116.30575322253144
39.986936331133734,116.28770814989927
39.97726806909311,116.29401923033888
39.97910619441935,116.30356527037338
39.97883615840965,116.29393579816752
39.98740147062255,116.29769451152973
39.98831739580765,116.29866966733388
39.98840117581267,116.30474320932505
39.990646155388625,116.29543288779429
39.987729236174744,116.30187854343903
39.97895341374151,116.29949196941098
39.98500247577166,116.29571071578187
39.98467339398711,116.29997216267442
39.97704561176633,116.29108143340527
39.97736102191871,116.30289895661183
39.98398590458248,116.2988357447933
39.97936576086966,116.29216627168175
39.98523772856932,116.31625728604008
39.98058639517972,116.30595784625423
39.98948429341519,116.29452601545785
39.982895711966464,116.30456250491744
39.97462434502971,116.29472185839391
39.97676029665882,116.30415853975829
39.98582762089769,116.29594961908322
39.98187809595829,116.3005157525492
39.98391030752948,116.2947652421103
39.981168556721066,116.30321978933313
39.98736144968563,116.30019361723714
39.97932214951298,116.29974350410583
39.99396748229428,116.29755972014466
39.989080472441636,116.29938400584143
39.992565672883636,116.29605007735468
39.98945204922537,116.30107246432091
39.98564495873066,116.29068550911634
39.98497230720053,116.29804451114745
39.98077822538249,116.28451864810498
39.97594987102238,116.2998223856573
39.992338414322965,116.28960929411647
40.00248757283159,116.2793078537049
39.98308774306432,116.29314335807332
39.98458732105939,116.29935953650076
39.98265713201427,116.29425386038086
39.980052840198425,116.29143249506542
39.983310607523414,116.30413036419334
39.99278187720795,116.29901805800237
39.98723023612357,116.30027612814305
39.98265829381434,116.3021375337122
39.98201305180276,116.2966583935764
39.98360633803164,116.29462999494254
39.98462732222638,116.30243134334003
